1.546392,  2.227485,  -1.529560,  -0.347479,  -0.142684,  1.190937,  0.027720,  0.000000,  0.000000,  0.000000,  -0.142684,  1.190937,  0.027720,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0
1.547401,  2.227485,  -1.529560,  -0.347479,  -0.142684,  1.190937,  0.027720,  0.000000,  0.000000,  0.000000,  -0.142684,  1.190937,  0.027720,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0
1.547401,  2.226519,  -1.529852,  -0.348823,  -0.142726,  1.189898,  0.027958,  2.223793,  -1.750000,  -0.546797,  -0.142726,  1.189898,  0.027958,  5.451926,  440.295029,  395.946124,  -3.905575,  -17.807998,  5.671336,  32
1.549399,  2.225874,  -1.530224,  -0.349857,  -0.142628,  1.190134,  0.027939,  2.223792,  -1.749982,  -0.546910,  -0.142628,  1.190134,  0.027939,  4.187114,  438.556078,  400.273933,  -3.508673,  -17.857903,  5.285818,  32
1.549399,  2.224905,  -1.531045,  -0.351614,  -0.143456,  1.189008,  0.026875,  2.223792,  -1.749947,  -0.547008,  -0.143456,  1.189008,  0.026875,  2.250872,  435.186001,  400.579464,  -2.925398,  -17.934276,  4.671550,  32
1.551401,  2.223488,  -1.533344,  -0.354506,  -0.143112,  1.189520,  0.026631,  2.223792,  -1.749894,  -0.547089,  -0.143112,  1.189520,  0.026631,  -0.600483,  428.326325,  396.726918,  -2.144653,  -17.918714,  3.949424,  32
1.552396,  2.220844,  -1.539047,  -0.360394,  -0.142512,  1.189075,  0.026213,  2.223793,  -1.749824,  -0.547155,  -0.142512,  1.189075,  0.026213,  -5.914381,  414.277984,  385.510415,  -1.348508,  -17.952522,  3.207543,  32
1.553390,  2.217978,  -1.546281,  -0.368244,  -0.141735,  1.188803,  0.025618,  2.223793,  -1.749738,  -0.547205,  -0.141735,  1.188803,  0.025618,  -11.668129,  396.912144,  369.385268,  -0.625285,  -17.979816,  2.519541,  32
1.553390,  2.213880,  -1.553735,  -0.376607,  -0.141513,  1.190133,  0.023559,  2.223793,  -1.749635,  -0.547241,  -0.141513,  1.190133,  0.023559,  -19.866960,  378.952887,  351.546739,  -0.096633,  -17.923400,  1.914200,  32
1.554392,  2.209644,  -1.561147,  -0.384552,  -0.140620,  1.190169,  0.022961,  2.223793,  -1.749518,  -0.547262,  -0.140620,  1.190169,  0.022961,  -28.310773,  360.995046,  334.072750,  0.354441,  -17.923652,  1.470052,  32
1.555408,  2.205481,  -1.568043,  -0.390944,  -0.139642,  1.191438,  0.022172,  2.223792,  -1.749386,  -0.547270,  -0.139642,  1.191438,  0.022172,  -36.562294,  344.045512,  319.394787,  0.647653,  -17.850553,  1.154024,  32
1.556394,  2.201446,  -1.573377,  -0.396504,  -0.138976,  1.191282,  0.021818,  2.223789,  -1.749240,  -0.547266,  -0.138976,  1.191282,  0.021818,  -44.507272,  330.233020,  306.179148,  0.799967,  -17.836187,  0.992315,  32
1.558417,  2.198634,  -1.577428,  -0.400725,  -0.139201,  1.192054,  0.020136,  2.223785,  -1.749081,  -0.547249,  -0.139201,  1.192054,  0.020136,  -49.948607,  319.017142,  295.518582,  0.757377,  -17.765172,  0.921424,  32
1.559400,  2.197052,  -1.580202,  -0.403610,  -0.138971,  1.191186,  0.020051,  2.223779,  -1.748909,  -0.547220,  -0.138971,  1.191186,  0.020051,  -52.877021,  310.398051,  287.459090,  0.698038,  -17.771037,  0.964685,  32
1.560389,  2.196557,  -1.583253,  -0.405987,  -0.138647,  1.191388,  0.019667,  2.223771,  -1.748725,  -0.547180,  -0.138647,  1.191388,  0.019667,  -53.582985,  301.267901,  280.372834,  0.577152,  -17.721943,  1.041494,  32
1.561393,  2.197366,  -1.586109,  -0.406723,  -0.139471,  1.189650,  0.018246,  2.223762,  -1.748529,  -0.547128,  -0.139471,  1.189650,  0.018246,  -51.647025,  292.574489,  276.550219,  0.354091,  -17.768763,  1.146548,  32
1.562388,  2.198360,  -1.590073,  -0.407566,  -0.139221,  1.189312,  0.017669,  2.223750,  -1.748321,  -0.547066,  -0.139221,  1.189312,  0.017669,  -49.318590,  281.709696,  272.501287,  0.199604,  -17.748958,  1.239083,  32
1.563393,  2.199752,  -1.594671,  -0.407380,  -0.139139,  1.187364,  0.017195,  2.223737,  -1.748102,  -0.546992,  -0.139139,  1.187364,  0.017195,  -46.182361,  269.626665,  270.505053,  0.061133,  -17.810947,  1.324969,  32
1.563393,  2.201362,  -1.599860,  -0.408436,  -0.139003,  1.185458,  0.016660,  2.223722,  -1.747873,  -0.546908,  -0.139003,  1.185458,  0.016660,  -42.605155,  256.421238,  266.018100,  -0.048417,  -17.871944,  1.381275,  32
1.564386,  2.202771,  -1.604471,  -0.409800,  -0.139558,  1.184940,  0.014756,  2.223705,  -1.747633,  -0.546813,  -0.139558,  1.184940,  0.014756,  -39.436121,  244.439846,  260.916189,  -0.192325,  -17.863122,  1.383756,  32
1.565385,  2.203750,  -1.609504,  -0.413024,  -0.139342,  1.183397,  0.014301,  2.223688,  -1.747383,  -0.546708,  -0.139342,  1.183397,  0.014301,  -37.137401,  231.682477,  252.099559,  -0.221919,  -17.906374,  1.376177,  32
1.567397,  2.204514,  -1.614484,  -0.416973,  -0.138934,  1.183361,  0.013647,  2.223669,  -1.747124,  -0.546592,  -0.138934,  1.183361,  0.013647,  -35.279935,  219.104161,  241.852522,  -0.216863,  -17.874776,  1.325786,  32
1.568400,  2.204623,  -1.619297,  -0.421539,  -0.138644,  1.182157,  0.013268,  2.223648,  -1.746856,  -0.546467,  -0.138644,  1.182157,  0.013268,  -34.742509,  206.939263,  230.401385,  -0.182259,  -17.901361,  1.269919,  32
1.569380,  2.204011,  -1.625518,  -0.426415,  -0.138021,  1.182463,  0.012477,  2.223627,  -1.746580,  -0.546333,  -0.138021,  1.182463,  0.012477,  -35.659375,  192.036155,  218.374011,  -0.133585,  -17.853826,  1.175914,  32
1.570398,  2.203594,  -1.631794,  -0.430569,  -0.138422,  1.181165,  0.010646,  2.223604,  -1.746296,  -0.546190,  -0.138422,  1.181165,  0.010646,  -36.186563,  177.112253,  207.843051,  -0.147819,  -17.885822,  1.078674,  32
1.571386,  2.202906,  -1.639064,  -0.434725,  -0.137899,  1.179977,  0.009910,  2.223580,  -1.746005,  -0.546039,  -0.137899,  1.179977,  0.009910,  -37.260515,  160.291202,  197.366928,  -0.086380,  -17.914610,  0.983475,  32
1.572385,  2.202982,  -1.646007,  -0.438267,  -0.137306,  1.179950,  0.008970,  2.223555,  -1.745708,  -0.545880,  -0.137306,  1.179950,  0.008970,  -36.801939,  144.225518,  188.179468,  -0.028237,  -17.886592,  0.880204,  32
1.573390,  2.203407,  -1.652514,  -0.442643,  -0.136924,  1.178556,  0.008330,  2.223529,  -1.745405,  -0.545713,  -0.136924,  1.178556,  0.008330,  -35.644913,  129.138962,  177.385813,  0.026938,  -17.927277,  0.802940,  32
1.574383,  2.204730,  -1.658199,  -0.446406,  -0.137514,  1.176837,  0.006543,  2.223501,  -1.745097,  -0.545539,  -0.137514,  1.176837,  0.006543,  -32.691228,  115.805440,  167.883292,  0.002315,  -17.983742,  0.729748,  32
1.575398,  2.205628,  -1.663241,  -0.449645,  -0.137136,  1.176679,  0.005861,  2.223472,  -1.744785,  -0.545359,  -0.137136,  1.176679,  0.005861,  -30.595184,  103.864738,  159.491231,  0.045440,  -17.964403,  0.664963,  32
1.576515,  2.206674,  -1.667258,  -0.452470,  -0.137024,  1.175113,  0.005539,  2.223443,  -1.744468,  -0.545172,  -0.137024,  1.175113,  0.005539,  -28.213283,  94.076146,  151.991601,  0.084858,  -18.015517,  0.630574,  32
1.577513,  2.207511,  -1.670687,  -0.454045,  -0.136969,  1.173507,  0.005279,  2.223412,  -1.744147,  -0.544979,  -0.136969,  1.173507,  0.005279,  -26.259240,  85.557221,  147.048534,  0.116572,  -18.069224,  0.609281,  32
1.578517,  2.208157,  -1.673531,  -0.455929,  -0.136767,  1.173388,  0.004892,  2.223381,  -1.743824,  -0.544780,  -0.136767,  1.173388,  0.004892,  -24.699542,  78.292236,  141.539055,  0.141368,  -18.049466,  0.586260,  32
