1.391830,  1.806983,  -1.412463,  -0.498958,  0.000000,  0.000000,  0.864179,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.221441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.221441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0
1.392839,  1.806983,  -1.412463,  -0.498958,  0.000000,  0.000000,  0.864179,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.221441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.221441,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0
1.393829,  1.806930,  -1.414424,  -0.500162,  -0.000000,  1.222293,  -0.000000,  2.224297,  -1.750000,  -0.581231,  -0.000000,  1.568595,  -0.000000,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -834.734641,  671.152344,  162.136871,  -20.688636,  -21.111966,  -11.750982,  32
1.405435,  1.807118,  -1.416938,  -0.501098,  -0.028781,  1.221701,  -0.029038,  2.223487,  -1.749325,  -0.581041,  -0.036936,  1.567892,  -0.037266,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -788.783457,  628.137318,  149.609132,  32.342829,  -22.752662,  -61.243376,  32
1.405901,  1.808009,  -1.441370,  -0.512747,  -0.009455,  1.221607,  -0.012503,  2.221904,  -1.748061,  -0.580699,  -0.012133,  1.567659,  -0.016045,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -709.755415,  518.051143,  109.808485,  -11.784363,  -20.252635,  -14.431038,  32
1.405901,  1.807942,  -1.443332,  -0.513954,  -0.007591,  1.221593,  -0.013328,  2.219624,  -1.746290,  -0.580243,  -0.009737,  1.567079,  -0.017098,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -613.568363,  440.266744,  88.843689,  -12.640585,  -19.627533,  -10.268505,  32
1.407961,  1.808245,  -1.445882,  -0.515294,  -0.024324,  1.220564,  -0.032494,  2.216746,  -1.744089,  -0.579690,  -0.031213,  1.566279,  -0.041698,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -507.896793,  356.227002,  66.897922,  20.386645,  -20.619777,  -39.232378,  32
1.408962,  1.808175,  -1.447844,  -0.516501,  -0.010840,  1.220960,  -0.022842,  2.213372,  -1.741557,  -0.579067,  -0.013902,  1.565859,  -0.029294,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -402.016733,  274.979191,  46.178378,  -8.068919,  -18.948339,  -8.162808,  32
1.409963,  1.808105,  -1.449806,  -0.517708,  -0.009264,  1.221093,  -0.024826,  2.209607,  -1.738757,  -0.578394,  -0.011876,  1.565292,  -0.031824,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -301.068173,  198.237286,  27.334620,  -7.736295,  -18.687503,  -6.069869,  32
1.410956,  1.808388,  -1.451857,  -0.518647,  -0.019039,  1.220153,  -0.037836,  2.205551,  -1.735764,  -0.577691,  -0.024415,  1.564671,  -0.048519,  -0.611998,  -1.538002,  -0.706476,  1.570796,  0.000000,  0.000000,  -208.414170,  128.695390,  11.431332,  12.806717,  -19.627107,  -23.990178,  32
